,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Supply-Demand Ratio,Number_of_Past_Rides_Gaussian
45,1,1,-0.8543261961788794,-1.1186297953091835,0,0,-0.2305301766476395,-0.32144194410963234,-0.38646222102817546,-0.6665642591979041
46,1,2,0.3402492049741221,-0.8659389396003024,3,1,1.2897182008095491,0.7846063329384579,0.1331621903907654,0.2429026558860896
47,2,1,0.5791642852047224,-1.5322253839390196,1,1,-0.13049477685480257,-0.005326138444906851,-0.5711547521748026,0.4307272992954577
48,1,2,1.1252558971603803,0.5346151220379755,3,0,-1.3334593022546892,-1.6519466443623967,0.43773602540469503,0.9350792199106229
49,0,0,-1.1956334536511657,-1.670120572375636,3,0,0.43534419903235494,0.3095794240119564,-1.7966254654023457,-1.008673357646798
50,2,2,-0.7860647446844222,1.085359006543046,0,0,0.306131449295152,0.8141401114027451,-0.3714195815175683,-0.5744599931693578
51,2,2,-1.161502727903937,0.09849900617333626,2,0,-0.9540211270822554,-1.0247195712404482,-1.152627228249244,-0.9474012715571217
52,0,2,0.6815564624464082,1.5212625022662545,1,0,-0.7314550875877631,-0.9825340164975304,0.35413023981248287,0.5157047936930386
53,1,0,-1.0932412764094797,-0.911879408202263,0,1,0.1998623276510765,0.8210479586412154,1.9209493666295596,-0.8708457453650698
54,2,2,-0.3423653099704502,1.4524413453078584,3,1,0.07415835273007325,0.25792783767876265,-0.2508032243347423,-0.24290265588608934
55,1,2,1.500693880379895,0.8329532658097026,1,1,1.036653274856216,1.124075931554895,0.6522835188432013,1.5239337860472564
56,0,2,-0.20584240698153575,-1.6241537661791228,3,0,-0.6750578319944132,-0.33462515189039993,0.900949388136466,-0.15250597424624424
57,1,1,0.7498179139408655,-0.22291733623390678,2,1,0.544342551399546,0.2730406106148139,-0.8085609008773,0.5744599931693581
58,2,0,-1.2297641793983942,1.337734719616671,3,0,-0.2701590000034533,-0.4967802602884705,-0.516567832294367,-1.0517172529984826
59,0,2,-0.5812803902010505,-0.9348501883564805,3,0,-0.1706798640391568,-0.6465676361542556,0.0765455740721552,-0.43072729929545744
60,0,1,0.88634081692978,1.062414289196676,0,0,-0.6561865344978548,-0.8442056837630854,0.7716084607062453,0.6985257103450605
61,1,0,-0.03518877824539266,-1.095656025720103,2,1,-0.09006998626249924,-0.3675644066483708,1.0513016976107532,-0.037988351230282213
62,2,2,1.2959095258965234,0.8788475077683038,3,1,-1.3867533841795654,-1.2538266751375953,0.24522588979254897,1.1442372651002075
63,0,1,-1.6393328883651377,-1.7390741148798285,0,1,-0.4266778637556271,-0.3606359325504875,-1.1106446127689036,-1.876358561894595
64,0,1,1.3983017031382092,0.7182131188859077,3,0,1.3594580694624596,1.5081293533130948,1.6433540446173514,1.3351777361189376
65,2,0,-0.3082345842232216,1.6359598028635904,1,1,-0.2305301766476395,0.4580388217985052,-0.16388016191486063,-0.21690442598171064
66,2,1,0.7498179139408655,0.09849900617333626,0,0,0.9683909890487682,1.3134646358576492,1.3111269614665504,0.5744599931693581
67,1,2,0.9204715426770086,-0.19995703234843795,2,0,-1.4044716764101002,-1.554236025666168,0.4726572189231291,0.7312172511297167
68,2,1,1.5689553318743523,-0.7970309369453698,3,0,1.476346716541156,1.373384740514304,0.9394198699389572,1.6399762701332197
69,2,1,1.0228637199186945,1.177135404021214,3,1,-0.7501836447795257,-0.36872885627317326,-1.3295269169014179,0.8344270065319034
70,0,1,-1.1956334536511657,-0.590325902041778,1,0,-0.09006998626249924,-0.04767188127647924,-0.18078884522839878,-1.008673357646798
71,2,0,0.37437993072135073,0.30509306726296875,3,0,-1.6328076708926873,-1.7641161381051325,1.6130261210949342,0.2690661378543142
72,1,1,-1.4345485338817658,0.5575658126067704,0,1,-0.6938926797830997,-0.5372809224864179,-0.634336087127533,-1.3996566480498192
73,0,2,1.2276480744020661,0.9476869487745543,3,1,-0.15061662557607453,-0.12001126135904676,0.909878383106904,1.0299567622253682
74,1,0,-0.7519340189371936,1.4065594037399918,0,0,0.6323588690677309,0.4259885238891899,0.7828755356909127,-0.5448472393466709
75,0,0,-0.03518877824539266,0.41985756581626815,1,0,-0.13049477685480257,-0.5431150909692751,-1.200262704232153,-0.037988351230282213
76,0,2,-0.03518877824539266,0.9017942433901804,3,0,-0.824757945144147,-0.7971022986703362,1.1599469963923865,-0.037988351230282213
77,0,1,1.5689553318743523,1.337734719616671,3,0,0.1998623276510765,0.16633049074088121,-0.6729207130975445,1.6399762701332197
78,2,2,1.0911251714131516,0.37395260749827286,3,1,-1.1902790988950984,-1.2143392688549093,0.900949388136466,0.9084578685373853
79,2,0,-0.5471496644538218,1.062414289196676,3,1,-0.48461154046780525,-0.2650854689342806,-0.7835997360869859,-0.40310812065628554
80,0,2,0.5791642852047224,-1.026736994365516,0,1,-0.40727819091369377,0.02180866329471516,0.4614505427856546,0.4307272992954577
81,1,2,1.2617788001492947,-1.6471369490014813,0,1,-0.09006998626249924,0.3372440708033519,-0.7763195243854903,1.073987502640332
82,2,0,-0.3764960357176788,0.09849900617333626,1,0,0.8779040012814892,-0.016598297755859987,-0.6987576719374227,-0.2690661378543141
83,0,1,0.6815564624464082,0.029629061074752286,0,1,-0.9723646978291082,-0.5702799907596429,-0.4883711609099988,0.5157047936930386
84,2,0,-1.6393328883651377,0.37395260749827286,3,0,-0.3292161995511527,-0.22984515105651823,-1.02970048582349,-1.876358561894595
85,0,1,-1.0932412764094797,0.9247407234043399,2,1,0.8104476437275803,0.48317025690136683,0.1677242711481218,-0.8708457453650698
86,2,2,1.2959095258965234,0.9935786394021413,0,0,-1.5804337336877579,-1.8714605278654104,1.4102372356260824,1.1442372651002075
87,0,0,-0.5812803902010505,-0.29180013645409286,3,1,-1.045447113669177,-0.7840016241829842,0.08388952832700391,-0.43072729929545744
88,0,1,-0.9225876476733367,-0.13107798895070646,1,0,-1.0999618770392592,-1.0841757854158822,-1.788354975733527,-0.7339766603578396
89,2,1,-0.9225876476733367,0.0755426541593924,2,0,1.4294943507741884,1.158595877458292,0.3835544809485654,-0.7339766603578396
90,2,1,-0.6495418416955078,1.1312476978572321,0,1,0.22100936718751743,0.09241341628592287,0.15692870860411204,-0.48699393885129033
91,0,0,-0.3423653099704502,-1.2794570345903094,1,1,-0.4460328116214108,-0.0076080429163423065,1.5725530863234891,-0.24290265588608934
92,0,0,1.1593866229076089,-0.7510940465782766,1,1,-0.8618474021329646,-0.9030950876342713,-0.6406474662135522,0.9614932482974049
93,1,2,1.0911251714131516,1.429500492092292,0,1,0.5006039720240442,0.9730616344459997,-0.637046644450025,0.9084578685373853
94,0,0,-0.3423653099704502,0.970632920457357,1,0,-0.15061662557607453,-0.43760773500100386,-1.8940588553272018,-0.24290265588608934
95,1,0,-1.0249798249150226,-1.601171021057884,0,1,0.05341163458657555,0.38445365343539645,0.7041572845508952,-0.8344270065319033
96,1,1,-0.9908490991677938,0.8788475077683038,0,0,1.1741621163083773,1.5963187751612167,-0.08432384521888846,-0.7990827621351786
97,0,2,0.23785702773243628,1.314792682442402,1,0,1.1281828008071049,1.3410568394601816,0.8469650176893423,0.16532666916589714
98,2,2,1.4324324288854378,0.3509997089528083,0,1,0.7656768254423483,0.9373009524727476,0.11120387267955312,1.3996566480498198
99,1,1,-0.13758095548707852,1.062414289196676,2,0,-1.0999618770392592,-1.4352419740469184,-0.20979579636352863,-0.1163093099640884
100,1,2,-0.8201954704316509,0.006671817389101769,3,0,1.0823457431551142,0.223237729752996,1.3111269614665504,-0.6198545735654938
101,1,2,-0.888456921926108,0.5346151220379755,0,0,-1.0999618770392592,-1.187357727557368,1.4637478758736426,-0.6985257103450601
102,0,0,-1.0591105506622511,0.6723152221159219,2,1,0.6102885734228797,0.717453622184578,0.7355276086519716,-0.8524950342746939
103,2,1,-0.8201954704316509,1.3606765183325606,1,1,1.0823457431551142,1.015952839296632,-1.4541660933734561,-0.6198545735654938
104,1,2,-1.605202162617909,-1.3713670415578387,2,1,-0.9540211270822554,-0.8243841085630295,1.0942042528105784,-1.7460165226992128
105,0,0,-0.8543261961788794,0.970632920457357,0,1,-1.6153702018491878,-1.4062102824027727,0.21936581724479617,-0.6665642591979041
106,0,1,-1.33215635664008,0.23623097545908753,0,0,-0.824757945144147,-0.7987306232295515,0.9487161126953108,-1.2206403488473496
107,1,2,1.1252558971603803,-1.670120572375636,1,0,0.39207590929278924,0.6749933965153845,-0.5122184505034646,0.9350792199106229
108,0,1,0.03307267324906457,-0.13107798895070646,3,1,1.4061163889018626,1.9086274183097398,0.6164957156525457,0.0
109,2,1,1.3641709773909805,-1.4632835869414142,3,1,-1.1542315330321582,-0.8555218740146142,-0.23648669740438513,1.2758170414017853
110,1,0,0.27198775347966486,1.4983223495872424,0,0,1.2897182008095491,0.5149089707005197,-0.7763195243854903,0.19105200614617424
111,1,1,1.2959095258965234,-0.26883888681610263,0,0,-1.0636464496396205,-1.1386371079171016,0.43773602540469503,1.1442372651002075
112,1,0,0.44264138221580795,0.7182131188859077,3,1,-1.1361683784624454,-0.8427120020868649,1.210681892387978,0.3219708901819885
113,0,0,1.2276480744020661,0.970632920457357,3,1,1.5233261637727122,1.8123763708372131,-0.6313302403557509,1.0299567622253682
114,0,0,0.613295010951951,-0.4295743699956814,2,0,0.7210696150644341,-0.06260404441499985,-0.11450500077115398,0.4586790696940937
115,2,1,-0.6154111159482791,-0.016285726154706234,3,1,-0.9540211270822554,-0.9661851580321897,0.723126066248079,-0.4586790696940935
116,2,2,-0.1034502297398499,-0.314761704307215,1,0,-0.1906857422701644,-0.3770722017338163,0.21936581724479617,-0.09297184856107502
117,1,1,-0.3423653099704502,0.488712923552811,0,1,-1.6676219659153906,-1.6379044509461123,0.25177299151651844,-0.24290265588608934
118,1,2,-0.5471496644538218,-0.06220171817535455,1,1,0.47880378636836834,0.12893909465415113,-0.8933675498686144,-0.40310812065628554
119,2,2,0.20372630198520764,-1.555206832698392,3,0,-0.2701590000034533,-0.2824294006576488,0.3993949298480198,0.13971029888186212
120,1,0,-1.1956334536511657,-0.06220171817535455,2,1,0.3705148972641473,0.06382073839580404,0.915994922309294,-1.008673357646798
121,0,2,-0.6495418416955078,1.039469322839926,3,0,-0.6183324441026997,-0.7964155980422354,-0.30514175234728064,-0.48699393885129033
122,1,1,1.7054782348632667,-1.2794570345903094,0,0,0.5224503946378671,0.8641293578724548,0.9758740924549082,5.19933758270342
123,2,0,-1.3662870823873088,-0.8659389396003024,2,1,0.11582996876601244,-0.20400442892300152,0.022464643973891543,-1.2758170414017849
124,2,1,-0.5130189387065933,1.7047754410808367,2,1,1.2897182008095491,0.678499680423577,0.6953860532966634,-0.3487556955170447
125,1,1,0.3061184792268935,-0.8889089926019519,1,1,1.5940297737233406,2.0184821123272814,-1.0611840564034232,0.21690442598171078
126,2,2,-1.3662870823873088,-1.2564805362312286,2,1,1.5233261637727122,1.753960209049692,0.6953860532966634,-1.2758170414017849
127,2,0,-1.1273720021567084,0.9247407234043399,3,0,-1.7196943775137468,-1.9147064214505443,0.8602899567602633,-0.9234360304192528
128,0,2,-1.2980256308928515,0.25918529155927,0,1,0.8104476437275803,1.0695259696547401,1.3646575370941696,-1.1453981796913266
129,2,0,-0.9567183734205653,1.6818371217236125,3,1,1.1281828008071049,1.5790200728237436,-0.5215134566462906,-0.7647096737863871
130,1,0,-0.6154111159482791,-1.555206832698392,3,0,0.9911078128425206,0.7922711120439158,-1.3877168933455422,-0.4586790696940935
131,2,2,-0.06931950399262128,-1.5322253839390196,1,0,0.39207590929278924,0.6740904705865429,0.8602899567602633,-0.06334102325685856
132,2,2,0.20372630198520764,0.14441082759662058,3,0,-1.7023565532617135,-1.8456068180862988,-1.458339517789276,0.13971029888186212
133,0,2,0.4767721079630366,0.14441082759662058,1,0,1.0823457431551142,0.7442897652012489,-0.0015216501834282021,0.348755695517045
134,0,2,1.0228637199186945,-1.0497096273711026,0,0,-0.1906857422701644,-0.3194569103292578,-0.25407950406966706,0.8344270065319034
135,2,2,0.9546022684242372,0.37395260749827286,0,1,-1.4927250101753797,-1.4609034653885642,-0.3635481210336091,0.7647096737863871
136,2,1,-1.2980256308928515,0.30509306726296875,3,0,-1.2082640724088392,-1.1440207561771896,-0.4074246543738405,-1.1453981796913266
137,0,1,-0.6495418416955078,1.5212625022662545,3,1,0.6323588690677309,0.21698496805587247,0.9487161126953108,-0.48699393885129033
138,1,0,-1.1956334536511657,1.6359598028635904,3,0,-0.25037099939044566,-0.40476984380552034,-1.5836147448587796,-1.008673357646798
139,1,1,1.6030860576215809,-0.13107798895070646,0,1,-1.4574904505904747,-1.2206471778315937,0.7836483435857697,1.8763585618945953
140,0,0,0.8180793654353228,1.1083034757938557,3,0,-1.0818179324577148,-0.9539419210357626,1.9022034408605708,0.6352697098765966
141,0,2,0.8522100911825513,0.9247407234043399,2,0,1.266538594867181,1.5449906008598273,0.13109447442124467,0.6665642591979043
142,0,2,0.7839486396880941,-1.7160891523693524,2,0,1.036653274856216,0.9634508423959617,-1.0445805783206998,0.6045853465832371
143,1,1,0.6474257366991797,0.6493658757586905,0,0,-0.9723646978291082,-1.332075437565157,1.2963920337960604,0.48699393885129066
144,2,0,-0.7519340189371936,-0.7970309369453698,0,0,-1.4927250101753797,-1.715094204908655,-1.6104171300612833,-0.5448472393466709
145,0,1,0.9887329941714658,0.2821393217589615,2,1,-0.1906857422701644,-0.08621202206431154,-0.24691801170633976,0.799082762135179
146,1,0,0.4085106564685793,1.5900815720358137,3,1,-1.6676219659153906,-1.5171421463661503,1.363205994352543,0.2954151418352382
147,1,1,0.7839486396880941,1.4524413453078584,3,0,0.47880378636836834,0.6821421166349877,-1.1664152021102354,0.6045853465832371
148,0,0,1.330040251643752,1.1083034757938557,2,1,-1.0999618770392592,-1.0212349695852625,-0.8046724292692113,1.22064034884735
149,0,2,-1.6393328883651377,-0.314761704307215,2,0,0.5006039720240442,0.3916990350154793,-1.1009159319915256,-1.876358561894595
150,2,2,1.0911251714131516,-0.29180013645409286,0,0,-1.7196943775137468,-1.957999089346978,0.1045257864638388,0.9084578685373853
151,0,2,0.5109028337102652,-0.15403736013721192,1,0,0.1998623276510765,-0.2121448867235539,1.0543911962589783,0.3757931145253799
152,2,2,1.1593866229076089,1.429500492092292,1,1,0.8104476437275803,0.7378276672135462,-0.30514175234728064,0.9614932482974049
153,2,0,-1.7075943398595947,0.7641099612948175,0,1,-0.21063546144754947,-0.22674569809498735,-1.7450497905384084,-5.199337582605575
154,2,2,-0.06931950399262128,-0.3836483322837116,1,0,-1.0272196028445046,-0.8375771004060425,-0.28546028188819605,-0.06334102325685856
155,2,1,1.1593866229076089,-1.394345558735511,3,0,1.6413193329114155,1.927891511107692,-0.6043331932729297,0.9614932482974049
156,1,1,1.1593866229076089,0.2821393217589615,2,1,1.6176593095982537,1.5036898529450236,0.91215640672541,0.9614932482974049
157,1,1,-1.6393328883651377,1.0165241065512212,1,1,-1.226223538525867,-1.096743619794979,0.040779754980842436,-1.876358561894595
158,0,2,-0.6154111159482791,-1.5092443618371807,2,1,1.266538594867181,1.418214113046914,-1.4786447894382855,-0.4586790696940935
159,1,1,-0.27410385847599295,0.19032148068675386,0,1,1.2202814390096046,1.233968688115251,-1.2996425950660206,-0.1910520061461741
160,0,2,0.23785702773243628,-1.3254112305897505,3,0,-0.6938926797830997,-0.6480302285047318,-0.15255584341868217,0.16532666916589714
161,0,0,-1.3662870823873088,1.5442024230390383,3,1,0.9911078128425206,0.35834551700387085,-0.22283253950827736,-1.2758170414017849
162,1,1,1.6372167833688096,-0.6132917491038199,3,0,0.8104476437275803,0.18430434157201134,-0.2632751538557929,2.049594266393992
163,1,0,0.16959557623797902,1.1083034757938557,2,0,0.1367531418805701,0.38889768102303296,0.45218001409112346,0.11418529432142852
164,1,2,-0.6836725674427364,-1.3483889329939254,3,0,-1.045447113669177,-0.9063407509386835,-0.8789109201677369,-0.5157047936930385
165,0,1,0.3061184792268935,1.4983223495872424,0,0,1.6176593095982537,1.8068876246099101,0.8146379727850576,0.21690442598171078
166,2,2,-0.44475748721213604,-0.24587795390186765,3,0,-0.3683415137036326,-0.8288183530422263,0.6134978448674657,-0.3219708901819884
167,2,0,1.0911251714131516,-0.6132917491038199,3,1,-1.7196943775137468,-1.6295638989466674,0.610154523985969,0.9084578685373853
168,1,0,-1.0932412764094797,0.8100057575085444,3,0,0.9230707673153401,1.0630677199865697,1.2911459242197039,-0.8708457453650698
169,2,1,1.5348246061271236,0.12145506355934221,2,1,-1.5278724563910728,-1.4140780890061724,0.1969750157900356,1.5801086075626258
170,2,0,0.88634081692978,0.21327637224337687,2,0,-0.5993485406563922,-0.6540150347781492,-1.7810717572533088,0.6985257103450605
171,2,1,1.2617788001492947,0.23623097545908753,3,0,-0.30958062322146895,0.13394210751591015,0.22249168076878964,1.073987502640332
172,0,1,-0.3423653099704502,-1.0497096273711026,2,1,0.7880419770618061,0.7504955199887878,0.8909969158134955,-0.24290265588608934
173,1,2,0.23785702773243628,-1.3254112305897505,3,0,-0.5421623985942973,-0.6342040013822294,-1.656959538340102,0.16532666916589714
174,0,0,1.0228637199186945,-1.6241537661791228,3,0,-1.6502248674017883,-1.866424467522017,-1.4009062025180594,0.8344270065319034
175,1,0,-0.5471496644538218,-1.3024339319205527,0,0,-0.13049477685480257,0.3302124338959813,-0.4629789727745318,-0.40310812065628554
176,1,0,0.4767721079630366,-1.16457848611127,2,0,-1.3512474247961992,-1.6165083824623547,1.5554520222618995,0.348755695517045
177,0,2,-0.27410385847599295,0.6723152221159219,3,0,-0.30958062322146895,-0.18166084007400796,0.6444607160865377,-0.1910520061461741
178,0,1,1.4324324288854378,-1.1875534117161435,2,0,-0.9540211270822554,-1.0873496350604763,-0.3561447097547126,1.3996566480498198
179,1,2,-1.6393328883651377,-0.3836483322837116,1,0,-0.3488028648862734,-0.5610503830883404,-0.33971212088131053,-1.876358561894595
180,2,0,-0.3764960357176788,1.5212625022662545,1,0,-0.8988095788075925,-0.9295196038908252,-1.0020504849649365,-0.2690661378543141
181,2,2,-0.44475748721213604,-0.08516016936152669,1,0,-0.6750578319944132,-0.7334294468392487,-0.5292683392751298,-0.3219708901819884
182,0,1,-1.7075943398595947,-0.06220171817535455,2,1,-1.2620670131908434,-1.0113483137136687,0.10857598755701646,-5.199337582605575
183,1,2,-0.5471496644538218,0.3280465292660059,2,1,-1.4751187205458107,-1.2011328333879057,-1.4980589164911289,-0.40310812065628554
184,1,1,0.1013341247435218,-0.016285726154706234,3,1,-1.4398399939057853,-1.367119109584933,-1.2335967733064057,0.0379883512302825
185,0,2,-1.4686792596289946,1.2459651316882085,2,0,1.570430931049724,1.2404737083651507,-0.3022071155177017,-1.4705452438880622
186,2,2,0.7498179139408655,-1.1416039480450944,0,1,-0.30958062322146895,-0.41655634909176703,1.2829330623368673,0.5744599931693581
187,1,1,1.500693880379895,-1.026736994365516,1,1,0.7880419770618061,0.23514732283587242,1.5274588243530178,1.5239337860472564
188,2,1,0.9546022684242372,0.3280465292660059,1,1,-0.8061644478142614,-0.6357476376631989,0.28898083174517186,0.7647096737863871
189,1,1,0.6474257366991797,-0.911879408202263,1,1,1.6176593095982537,1.2942483588871283,-0.6895196736144571,0.48699393885129066
190,0,1,1.6372167833688096,0.41985756581626815,2,1,-0.9906787345878568,-0.531571860548957,0.9112780359634136,2.049594266393992
191,1,2,1.1593866229076089,1.6588985759052608,1,1,1.5468629904090336,1.7338691414858494,-1.02970048582349,0.9614932482974049
192,2,1,0.9204715426770086,0.23623097545908753,0,0,1.4998206663254772,0.3599876055416345,-1.4147978708787756,0.7312172511297167
193,0,0,-0.9908490991677938,-0.9348501883564805,2,1,0.5006039720240442,1.2157203152364886,0.011333203850771559,-0.7990827621351786
194,1,2,0.5791642852047224,-0.08516016936152669,1,1,-1.0636464496396205,-0.6677974280783537,-1.1769236414283755,0.4307272992954577
195,2,1,-1.4686792596289946,-0.08516016936152669,3,0,-1.0999618770392592,-1.065826373447279,1.1494790706707851,-1.4705452438880622
196,2,1,1.6713475091160381,-1.7160891523693524,3,0,0.5882621148609989,0.5689422605175403,0.6642972461323853,2.1661067528923295
197,1,0,1.7054782348632667,-0.29180013645409286,2,0,0.6766291907188404,0.4775107458784234,-1.7736019759563482,5.19933758270342
198,1,2,-1.2980256308928515,-0.03924357089332189,1,0,-0.11031301603645666,-0.6237331947299546,1.384949548395899,-1.1453981796913266
199,0,0,1.3641709773909805,1.26890788933231,3,1,0.7880419770618061,0.8185970025397347,-1.2547766547883492,1.2758170414017853
200,1,2,-1.5028099853762231,1.5671421126994212,3,1,-0.6183324441026997,-0.08507302410109199,1.3111269614665504,-1.5497059007365892
201,1,2,0.5450335594574938,0.3280465292660059,3,0,-0.5038367674875563,-0.7229668394572274,0.9979296580658614,0.40310812065628565
202,2,0,0.1354648504907504,0.7870579896706403,3,1,-0.9723646978291082,-1.0190452032599102,0.31117164048614676,0.08873448029941519
203,2,2,1.6372167833688096,-1.6241537661791228,0,1,1.3594580694624596,0.979544390683926,-0.019538109352311372,2.049594266393992
204,2,1,1.0228637199186945,1.085359006543046,2,0,-0.7688777476219804,-0.9677345743091268,0.09747011354735112,0.8344270065319034
205,2,2,0.9204715426770086,-0.7970309369453698,1,0,-0.2701590000034533,-0.7597240175195579,0.12354237744558473,0.7312172511297167
206,0,2,-1.33215635664008,1.2459651316882085,0,1,0.34900341421161757,0.2887148708987926,0.20778191351969175,-1.2206403488473496
